,PostalCode,Fecha_más_reciente,Recuento_transacciones,Cantidad,Puntuación_actualidad,Puntuación_frecuencia,Puntuación_monetaria,Puntuación_RFM,quintile,Country,Country_codes
1936,15058.0,2011-11-14 14:57:00,80,532.4899999999999,4,5,2,452,4,United Kingdom,35
1937,15059.0,2011-10-30 11:35:00,74,421.20999999999975,3,5,2,352,3,United Kingdom,35
1938,15060.0,2011-12-01 13:47:00,38,90.25,5,3,1,531,5,United Kingdom,35
1939,15061.0,2011-12-06 12:06:00,112,15159.789999999999,5,5,5,555,5,United Kingdom,35
1940,15062.0,2011-09-29 16:51:00,16,240.65999999999997,3,3,3,333,3,United Kingdom,35
1941,15063.0,2011-05-10 13:25:00,1,25.5,1,1,3,113,1,United Kingdom,35
1942,15065.0,2011-11-02 09:45:00,39,905.3700000000002,3,5,4,354,3,United Kingdom,35
1943,15066.0,2011-11-08 09:56:00,13,268.55,4,2,4,424,4,United Kingdom,35
1944,15067.0,2011-09-22 13:20:00,21,533.0999999999999,2,4,5,245,2,United Kingdom,35
1945,15068.0,2011-10-24 14:47:00,25,157.98000000000002,3,4,2,342,3,United Kingdom,35
1946,15069.0,2011-06-13 14:16:00,15,255.91000000000005,2,4,3,243,2,United Kingdom,35
1947,15071.0,2011-09-07 11:43:00,10,262.87,2,3,5,235,2,United Kingdom,35
1948,15073.0,2011-11-30 10:44:00,20,18.21999999999999,5,2,1,521,5,United Kingdom,35
1949,15074.0,2011-08-26 14:45:00,16,287.41999999999996,2,4,3,243,2,United Kingdom,35
1950,15075.0,2011-09-23 12:27:00,5,125.29,2,2,4,224,2,United Kingdom,35
1951,15076.0,2011-06-20 08:23:00,10,226.75,2,3,5,235,2,United Kingdom,35
1952,15078.0,2011-12-02 15:41:00,129,2865.8899999999994,5,5,4,554,5,United Kingdom,35
1953,15079.0,2011-05-11 12:44:00,12,179.61,1,4,4,144,1,United Kingdom,35
1954,15081.0,2011-10-05 11:16:00,12,175.21,3,3,2,332,3,United Kingdom,35
1955,15083.0,2011-03-28 12:18:00,2,25.799999999999997,1,1,3,113,1,United Kingdom,35
1956,15087.0,2011-03-03 10:34:00,1,13.200000000000001,1,1,2,112,1,United Kingdom,35
1957,15088.0,2011-11-18 13:14:00,21,405.15999999999997,4,3,4,434,4,United Kingdom,35
1958,15089.0,2011-11-29 16:31:00,51,825.7499999999999,5,4,3,543,5,United Kingdom,35
1959,15090.0,2011-02-04 14:03:00,5,63.12,1,3,2,132,1,United Kingdom,35
1960,15091.0,2011-10-03 12:47:00,10,158.68,3,2,4,324,3,United Kingdom,35
1961,15092.0,2011-05-08 14:10:00,8,157.53,1,4,4,144,1,United Kingdom,35
1962,15093.0,2011-11-21 13:09:00,28,967.08,4,4,5,445,4,United Kingdom,35
1963,15095.0,2011-08-28 12:01:00,15,406.54999999999995,2,4,5,245,2,United Kingdom,35
1964,15096.0,2011-10-28 10:27:00,2,66.6,3,1,3,313,3,United Kingdom,35
1965,15097.0,2011-12-05 14:03:00,7,72.04,5,1,2,512,5,United Kingdom,35
1966,15098.0,2011-06-10 15:28:00,1,38970.0,1,1,5,115,1,United Kingdom,35
1967,15099.0,2011-09-16 13:13:00,7,87.17999999999999,2,2,3,223,2,United Kingdom,35
1968,15100.0,2010-12-01 09:09:00,1,350.4,1,1,5,115,1,United Kingdom,35
1969,15101.0,2010-12-15 12:54:00,1,12.600000000000001,1,1,1,111,1,United Kingdom,35
1970,15103.0,2011-11-08 14:53:00,11,249.62,4,2,4,424,4,United Kingdom,35
1971,15104.0,2011-06-26 11:35:00,30,460.21999999999997,2,5,3,253,2,United Kingdom,35
1972,15105.0,2011-11-21 16:54:00,32,566.06,4,4,3,443,4,United Kingdom,35
1973,15106.0,2011-11-22 09:16:00,34,420.27,4,4,2,442,4,United Kingdom,35
1974,15107.0,2011-01-13 15:10:00,8,10.46,1,4,1,141,1,United Kingdom,35
1975,15108.0,2011-07-21 10:24:00,15,340.5,2,4,4,244,2,European Community,11
1976,15109.0,2011-04-08 09:58:00,8,154.7,1,4,4,144,1,United Kingdom,35
1977,15110.0,2011-11-16 11:16:00,14,193.75000000000006,4,2,3,423,4,United Kingdom,35
1978,15111.0,2011-11-10 16:58:00,31,584.32,4,4,3,443,4,United Kingdom,35
1979,15113.0,2011-11-30 08:23:00,31,1266.7,5,3,5,535,5,United Kingdom,35
1980,15114.0,2011-11-09 15:05:00,60,787.6200000000002,4,5,2,452,4,United Kingdom,35
1981,15115.0,2011-11-21 14:59:00,7,142.57999999999998,4,1,4,414,4,United Kingdom,35
1982,15116.0,2011-11-22 12:25:00,20,560.9799999999998,4,3,5,435,4,United Kingdom,35
1983,15117.0,2011-11-25 08:12:00,28,401.44999999999993,4,4,2,442,4,United Kingdom,35
1984,15119.0,2011-04-08 09:08:00,7,127.69999999999999,1,4,3,143,1,United Kingdom,35
1985,15120.0,2011-07-29 09:48:00,4,91.07,2,2,3,223,2,United Kingdom,35
1986,15121.0,2011-10-20 14:51:00,5,73.24,3,1,3,313,3,United Kingdom,35
1987,15122.0,2011-08-17 16:48:00,29,550.8500000000001,2,5,4,254,2,United Kingdom,35
1988,15123.0,2011-12-02 13:12:00,21,487.57000000000005,5,2,4,524,5,United Kingdom,35
1989,15124.0,2011-11-17 10:09:00,10,126.37,4,2,2,422,4,United Kingdom,35
1990,15125.0,2011-08-18 17:50:00,43,2859.46,2,5,5,255,2,United Kingdom,35
1991,15127.0,2011-10-05 10:30:00,7,198.20999999999998,3,2,4,324,3,United Kingdom,35
1992,15128.0,2011-10-10 13:54:00,30,387.08000000000004,3,4,3,343,3,United Kingdom,35
1993,15129.0,2011-10-20 14:40:00,23,1154.02,3,4,5,345,3,United Kingdom,35
1994,15130.0,2011-06-23 10:15:00,9,125.0,2,3,2,232,2,United Kingdom,35
1995,15132.0,2011-08-26 11:47:00,14,253.46999999999997,2,4,3,243,2,United Kingdom,35
1996,15133.0,2011-08-04 10:44:00,9,372.8,2,3,5,235,2,United Kingdom,35
1997,15134.0,2011-11-09 12:26:00,16,324.22999999999996,4,2,5,425,4,United Kingdom,35
1998,15135.0,2011-04-14 19:16:00,3,49.5,1,2,3,123,1,United Kingdom,35
1999,15136.0,2011-12-07 12:26:00,21,382.2999999999999,5,2,3,523,5,United Kingdom,35
2000,15139.0,2011-04-14 11:39:00,5,85.56,1,3,3,133,1,United Kingdom,35
2001,15140.0,2011-10-18 14:07:00,30,976.12,3,4,5,345,3,United Kingdom,35
2002,15142.0,2011-10-24 12:51:00,10,183.84,3,2,4,324,3,United Kingdom,35
2003,15143.0,2011-04-28 12:03:00,4,73.2,1,3,3,133,1,United Kingdom,35
2004,15144.0,2011-12-01 15:12:00,72,2152.68,5,4,5,545,5,United Kingdom,35
2005,15145.0,2011-12-05 17:21:00,25,458.94999999999993,5,2,4,524,5,United Kingdom,35
2006,15146.0,2011-06-28 12:09:00,29,365.52,2,5,2,252,2,United Kingdom,35
2007,15147.0,2011-04-13 15:57:00,14,379.90000000000003,1,5,4,154,1,United Kingdom,35
2008,15148.0,2011-11-29 08:21:00,6,87.77999999999999,5,1,2,512,5,United Kingdom,35
2009,15149.0,2011-07-29 10:58:00,8,191.10000000000002,2,3,4,234,2,United Kingdom,35
2010,15150.0,2011-11-22 12:52:00,105,1501.3300000000006,4,5,4,454,4,United Kingdom,35
2011,15152.0,2011-11-30 12:32:00,88,1394.6800000000003,5,5,2,552,5,United Kingdom,35
2012,15153.0,2011-11-08 17:09:00,8,116.58000000000003,4,2,2,422,4,United Kingdom,35
2013,15154.0,2011-09-26 16:43:00,30,52.47000000000003,2,5,1,251,2,United Kingdom,35
2014,15156.0,2011-12-08 18:22:00,12,199.14000000000001,5,1,4,514,5,United Kingdom,35
2015,15157.0,2011-12-06 11:28:00,44,604.45,5,3,3,533,5,United Kingdom,35
2016,15158.0,2011-10-25 13:53:00,2,144.36,3,1,5,315,3,United Kingdom,35
2017,15159.0,2011-12-08 12:05:00,217,5464.020000000003,5,5,5,555,5,United Kingdom,35
2018,15160.0,2010-12-17 14:15:00,1,6.959999999999999,1,1,1,111,1,United Kingdom,35
2019,15163.0,2011-11-21 13:10:00,10,80.50000000000003,4,2,1,421,4,United Kingdom,35
2020,15164.0,2011-10-02 12:05:00,44,373.81,3,5,2,352,3,United Kingdom,35
2021,15165.0,2010-12-01 14:03:00,13,238.55,1,5,3,153,1,United Kingdom,35
2022,15167.0,2011-01-23 12:41:00,14,53.050000000000004,1,5,1,151,1,United Kingdom,35
2023,15168.0,2011-11-14 11:26:00,1,19.5,4,1,1,411,4,United Kingdom,35
2024,15171.0,2011-01-12 15:36:00,3,1060.0,1,2,5,125,1,United Kingdom,35
2025,15172.0,2011-12-01 11:51:00,35,496.26000000000005,5,3,2,532,5,United Kingdom,35
2026,15174.0,2011-01-21 09:06:00,5,66.34,1,3,2,132,1,United Kingdom,35
2027,15175.0,2011-09-29 11:31:00,6,63.6,3,2,1,321,3,United Kingdom,35
2028,15179.0,2011-11-21 12:53:00,23,506.3299999999999,4,3,4,434,4,United Kingdom,35
2029,15180.0,2010-12-07 14:57:00,1,14.850000000000001,1,1,2,112,1,United Kingdom,35
2030,15181.0,2011-10-04 13:58:00,7,490.28,3,2,5,325,3,United Kingdom,35
2031,15182.0,2011-07-08 13:37:00,3,65.75,2,1,4,214,2,United Kingdom,35
2032,15184.0,2011-11-10 13:41:00,21,187.72000000000003,4,3,2,432,4,United Kingdom,35
2033,15185.0,2011-09-30 14:06:00,7,88.63999999999999,3,2,2,322,3,United Kingdom,35
2034,15186.0,2011-11-25 14:58:00,7,164.95,4,1,5,415,4,United Kingdom,35
2035,15187.0,2011-12-08 11:56:00,26,788.7199999999999,5,2,5,525,5,United Kingdom,35
2036,15189.0,2011-12-08 13:22:00,60,4485.839999999999,5,4,5,545,5,United Kingdom,35
2037,15192.0,2011-08-12 11:41:00,13,327.35,2,4,4,244,2,United Kingdom,35
2038,15193.0,2011-10-10 08:23:00,5,97.5,3,1,4,314,3,United Kingdom,35
2039,15194.0,2011-12-06 15:10:00,99,2694.2499999999995,5,5,4,554,5,United Kingdom,35
2040,15197.0,2011-12-01 08:14:00,8,187.47,5,1,4,514,5,United Kingdom,35
2041,15198.0,2011-09-08 14:42:00,1,17.4,2,1,1,211,2,United Kingdom,35
2042,15199.0,2011-09-06 10:12:00,4,660.4,2,2,5,225,2,United Kingdom,35
2043,15201.0,2011-09-22 09:53:00,32,319.34000000000003,2,5,2,252,2,United Kingdom,35
2044,15203.0,2011-11-14 08:16:00,39,511.82000000000016,4,4,3,443,4,United Kingdom,35
2045,15204.0,2010-12-17 13:49:00,6,239.95999999999998,1,3,5,135,1,United Kingdom,35
2046,15205.0,2011-09-15 19:36:00,9,169.55999999999995,2,3,3,233,2,United Kingdom,35
2047,15208.0,2011-12-08 17:24:00,20,435.47,5,2,4,524,5,United Kingdom,35
2048,15210.0,2011-04-28 16:11:00,6,71.05,1,3,2,132,1,United Kingdom,35
2049,15211.0,2011-10-10 13:31:00,18,354.35,3,4,3,343,3,United Kingdom,35
2050,15212.0,2011-04-14 13:12:00,1,-2.9,1,1,1,111,1,United Kingdom,35
2051,15213.0,2011-01-25 12:21:00,9,108.0,1,4,2,142,1,United Kingdom,35
2052,15214.0,2011-12-08 12:07:00,36,551.4799999999999,5,3,3,533,5,United Kingdom,35
2053,15215.0,2011-10-26 12:28:00,14,201.6,3,3,3,333,3,United Kingdom,35
2054,15216.0,2011-09-13 11:41:00,2,96.6,2,1,4,214,2,United Kingdom,35
2055,15218.0,2011-11-29 11:48:00,37,1324.3400000000001,5,3,5,535,5,United Kingdom,35
2056,15219.0,2011-06-16 16:57:00,3,114.7,2,1,4,214,2,United Kingdom,35
2057,15220.0,2011-10-19 12:39:00,32,444.31000000000006,3,4,4,344,3,United Kingdom,35
2058,15221.0,2010-12-08 13:08:00,3,64.8,1,2,4,124,1,United Kingdom,35
2059,15222.0,2011-01-25 08:03:00,2,130.0,1,1,5,115,1,United Kingdom,35
2060,15223.0,2011-04-28 11:31:00,14,125.15000000000002,1,5,2,152,1,United Kingdom,35
2061,15224.0,2010-12-16 15:02:00,5,95.7,1,3,4,134,1,United Kingdom,35
2062,15225.0,2011-04-19 14:51:00,9,150.0,1,4,4,144,1,United Kingdom,35
2063,15226.0,2011-02-02 11:41:00,3,52.86,1,2,3,123,1,United Kingdom,35
2064,15227.0,2011-11-03 11:58:00,19,426.55,3,4,4,344,3,United Kingdom,35
2065,15228.0,2011-10-04 13:56:00,41,1193.4599999999998,3,5,5,355,3,United Kingdom,35
2066,15230.0,2011-04-13 11:04:00,8,114.0,1,4,3,143,1,United Kingdom,35
2067,15232.0,2011-08-18 16:27:00,6,111.2,2,2,4,224,2,United Kingdom,35
2068,15234.0,2011-03-08 08:53:00,5,69.05999999999999,1,3,2,132,1,United Kingdom,35
2069,15235.0,2011-05-06 09:44:00,51,814.4100000000001,1,5,5,155,1,United Kingdom,35
2070,15236.0,2011-02-14 10:52:00,4,71.1,1,3,2,132,1,United Kingdom,35
2071,15237.0,2011-12-08 09:46:00,31,426.6,5,3,2,532,5,United Kingdom,35
2072,15238.0,2011-11-10 14:28:00,20,417.07,4,3,4,434,4,United Kingdom,35
2073,15239.0,2011-11-29 14:14:00,17,269.05999999999995,5,2,3,523,5,United Kingdom,35
2074,15240.0,2011-10-26 09:50:00,27,541.2299999999999,3,4,4,344,3,United Kingdom,35
2075,15241.0,2011-10-04 09:05:00,36,536.4499999999999,3,5,2,352,3,United Kingdom,35
2076,15243.0,2011-09-26 14:12:00,9,135.20000000000002,2,3,2,232,2,United Kingdom,35
2077,15244.0,2011-10-05 13:19:00,9,152.50000000000003,3,2,4,324,3,United Kingdom,35
2078,15245.0,2011-07-28 18:56:00,20,519.61,2,4,5,245,2,United Kingdom,35
2079,15246.0,2011-04-15 14:45:00,7,111.89999999999999,1,4,2,142,1,United Kingdom,35
2080,15249.0,2011-11-08 11:45:00,102,2001.8100000000004,4,5,5,455,4,United Kingdom,35
2081,15251.0,2011-11-30 15:02:00,42,3459.11,5,3,5,535,5,United Kingdom,35
2082,15252.0,2011-11-03 13:30:00,13,222.85999999999996,3,3,3,333,3,United Kingdom,35
2083,15253.0,2011-11-23 16:20:00,18,297.45,4,3,3,433,4,United Kingdom,35
2084,15254.0,2011-08-04 15:04:00,7,102.14,2,2,3,223,2,United Kingdom,35
2085,15255.0,2011-10-04 12:43:00,10,193.60000000000002,3,2,4,324,3,United Kingdom,35
2086,15256.0,2011-07-14 11:47:00,2,41.7,2,1,3,213,2,United Kingdom,35
2087,15257.0,2011-03-01 12:58:00,1,19.9,1,1,2,112,1,United Kingdom,35
2088,15258.0,2011-06-24 12:30:00,14,251.0,2,4,3,243,2,United Kingdom,35
2089,15260.0,2011-08-31 13:55:00,24,564.6999999999999,2,5,4,254,2,United Kingdom,35
2090,15261.0,2011-07-27 15:20:00,6,93.22,2,2,3,223,2,United Kingdom,35
2091,15262.0,2011-01-20 12:16:00,5,85.15,1,3,3,133,1,United Kingdom,35
2092,15263.0,2011-08-25 10:26:00,6,80.7,2,2,2,222,2,United Kingdom,35
2093,15264.0,2011-10-06 13:49:00,6,80.16,3,2,1,321,3,United Kingdom,35
2094,15265.0,2011-07-11 14:46:00,18,311.42,2,4,4,244,2,United Kingdom,35
2095,15266.0,2011-01-05 13:40:00,2,32.7,1,1,3,113,1,United Kingdom,35
2096,15267.0,2011-07-07 11:36:00,2,401.76,2,1,5,215,2,United Kingdom,35
2097,15270.0,2011-11-24 09:24:00,14,531.5500000000001,4,2,5,425,4,United Kingdom,35
2098,15271.0,2011-12-02 14:11:00,94,856.1300000000002,5,5,1,551,5,United Kingdom,35
2099,15272.0,2011-10-13 12:59:00,22,189.57000000000005,3,4,2,342,3,United Kingdom,35
2100,15274.0,2011-12-05 16:57:00,17,274.53000000000003,5,2,3,523,5,United Kingdom,35
2101,15275.0,2011-11-08 17:54:00,15,207.41000000000003,4,2,3,423,4,United Kingdom,35
2102,15276.0,2011-10-04 16:39:00,16,26.640000000000004,3,3,1,331,3,United Kingdom,35
2103,15277.0,2011-10-24 10:08:00,4,103.55999999999999,3,1,4,314,3,United Kingdom,35
2104,15279.0,2010-12-20 10:48:00,6,86.49999999999999,1,3,4,134,1,United Kingdom,35
2105,15280.0,2011-06-20 17:14:00,3,29.97,2,1,2,212,2,United Kingdom,35
2106,15281.0,2011-10-12 09:10:00,47,712.6300000000001,3,5,3,353,3,United Kingdom,35
2107,15287.0,2011-11-17 15:34:00,12,276.02000000000004,4,2,4,424,4,United Kingdom,35
2108,15288.0,2011-10-27 16:58:00,21,484.83,3,4,4,344,3,United Kingdom,35
2109,15289.0,2011-11-10 13:49:00,15,296.4,4,2,5,425,4,United Kingdom,35
2110,15290.0,2011-12-05 11:39:00,53,2394.01,5,4,5,545,5,United Kingdom,35
2111,15291.0,2011-11-14 11:02:00,33,1756.7599999999995,4,4,5,445,4,United Kingdom,35
2112,15292.0,2011-05-22 15:00:00,9,59.45,1,4,1,141,1,United Kingdom,35
2113,15296.0,2011-10-26 16:33:00,61,946.1399999999996,3,5,4,354,3,United Kingdom,35
2114,15297.0,2011-11-29 16:32:00,7,113.96,5,1,3,513,5,United Kingdom,35
2115,15298.0,2011-12-07 17:17:00,52,986.34,5,4,3,543,5,United Kingdom,35
2116,15299.0,2011-08-08 12:37:00,3,549.8,2,1,5,215,2,United Kingdom,35
2117,15300.0,2011-10-06 17:08:00,8,135.2,3,2,3,323,3,United Kingdom,35
2118,15301.0,2011-10-20 09:57:00,80,1820.3999999999996,3,5,5,355,3,United Kingdom,35
2119,15303.0,2011-02-22 13:59:00,10,196.28999999999996,1,4,5,145,1,United Kingdom,35
2120,15304.0,2011-10-10 10:23:00,8,188.64999999999998,3,2,4,324,3,United Kingdom,35
2121,15306.0,2011-10-06 12:56:00,15,283.1,3,3,4,334,3,United Kingdom,35
2122,15307.0,2011-09-05 11:38:00,5,82.80000000000001,2,2,2,222,2,United Kingdom,35
2123,15308.0,2011-03-10 13:08:00,7,122.15,1,4,3,143,1,United Kingdom,35
2124,15311.0,2011-12-09 12:00:00,705,16919.940000000006,5,5,5,555,5,United Kingdom,35
2125,15312.0,2011-09-25 13:10:00,16,306.40000000000003,2,4,3,243,2,United Kingdom,35
2126,15314.0,2011-05-24 14:39:00,6,87.52,1,3,4,134,1,United Kingdom,35
2127,15315.0,2011-10-06 12:51:00,9,103.91999999999999,3,2,2,322,3,United Kingdom,35
2128,15316.0,2011-01-17 11:34:00,1,165.0,1,1,5,115,1,United Kingdom,35
2129,15318.0,2011-12-06 11:30:00,9,118.56,5,1,3,513,5,United Kingdom,35
2130,15319.0,2011-03-01 12:48:00,3,30.200000000000003,1,2,1,121,1,United Kingdom,35
2131,15320.0,2011-10-26 13:27:00,14,73.94,3,3,1,331,3,United Kingdom,35
2132,15321.0,2011-10-21 13:58:00,32,654.0000000000002,3,4,5,345,3,United Kingdom,35
2133,15322.0,2011-10-06 20:38:00,7,18.000000000000007,3,2,1,321,3,United Kingdom,35
2134,15325.0,2011-08-28 11:55:00,19,71.05,2,4,1,241,2,United Kingdom,35
2135,15326.0,2011-01-10 11:38:00,6,61.379999999999995,1,3,2,132,1,United Kingdom,35
2136,15327.0,2011-10-18 11:55:00,5,126.15,3,1,5,315,3,United Kingdom,35
2137,15329.0,2011-11-04 12:56:00,18,349.62,3,4,3,343,3,United Kingdom,35
2138,15330.0,2011-11-07 17:50:00,5,470.15999999999997,4,1,5,415,4,United Kingdom,35
2139,15332.0,2010-12-08 14:43:00,12,672.26,1,4,5,145,1,Lithuania,21
2140,15333.0,2011-05-15 13:27:00,5,184.05,1,3,5,135,1,United Kingdom,35
2141,15334.0,2011-07-06 11:22:00,25,92.03000000000002,2,5,1,251,2,United Kingdom,35
2142,15335.0,2011-10-17 12:50:00,13,53.1,3,3,1,331,3,United Kingdom,35
2143,15339.0,2011-10-04 12:51:00,20,128.9,3,4,1,341,3,United Kingdom,35
2144,15341.0,2011-09-20 09:40:00,7,752.84,2,2,5,225,2,United Kingdom,35
2145,15342.0,2011-08-02 10:19:00,4,73.68,2,2,2,222,2,United Kingdom,35
2146,15343.0,2011-09-13 13:55:00,7,110.3,2,2,3,223,2,United Kingdom,35
2147,15344.0,2011-11-07 17:08:00,7,152.14,4,1,5,415,4,United Kingdom,35
2148,15345.0,2011-10-25 11:28:00,10,203.81000000000006,3,2,4,324,3,United Kingdom,35
2149,15346.0,2011-01-11 11:18:00,7,110.28,1,4,2,142,1,United Kingdom,35
2150,15347.0,2010-12-08 15:25:00,2,42.900000000000006,1,1,4,114,1,United Kingdom,35
2151,15348.0,2011-09-28 13:17:00,2,30.0,2,1,2,212,2,United Kingdom,35
2152,15349.0,2011-07-04 16:06:00,17,111.76000000000002,2,4,1,241,2,United Kingdom,35
2153,15350.0,2010-12-01 13:33:00,1,25.200000000000003,1,1,3,113,1,United Kingdom,35
2154,15351.0,2011-11-27 12:52:00,65,446.21999999999986,5,4,2,542,5,United Kingdom,35
2155,15353.0,2011-03-30 12:15:00,19,285.8,1,5,4,154,1,United Kingdom,35
2156,15355.0,2011-11-10 13:44:00,5,131.0,4,1,4,414,4,United Kingdom,35
2157,15356.0,2011-11-08 13:11:00,154,800.2700000000004,4,5,3,453,4,United Kingdom,35
2158,15358.0,2011-12-05 09:04:00,151,2194.810000000001,5,5,3,553,5,United Kingdom,35
2159,15360.0,2011-10-31 09:35:00,5,168.1,3,1,5,315,3,United Kingdom,35
2160,15361.0,2010-12-13 09:52:00,2,40.2,1,1,4,114,1,United Kingdom,35
2161,15363.0,2010-12-02 12:28:00,6,147.75,1,3,5,135,1,United Kingdom,35
2162,15364.0,2011-09-05 09:46:00,7,247.60000000000002,2,2,5,225,2,United Kingdom,35
2163,15365.0,2011-11-14 08:29:00,43,448.72999999999996,4,4,3,443,4,United Kingdom,35
2164,15366.0,2011-09-25 15:01:00,14,192.74,2,4,2,242,2,United Kingdom,35
2165,15367.0,2011-10-13 14:10:00,29,563.48,3,4,5,345,3,United Kingdom,35
2166,15368.0,2011-11-18 14:42:00,1,279.24,4,1,5,415,4,United Kingdom,35
2167,15369.0,2011-07-18 15:11:00,1,-1592.49,2,1,1,211,2,United Kingdom,35
2168,15370.0,2011-10-30 10:58:00,27,903.1,3,4,5,345,3,United Kingdom,35
2169,15372.0,2011-07-25 16:39:00,10,726.12,2,3,5,235,2,United Kingdom,35
2170,15373.0,2011-12-01 15:05:00,31,589.81,5,3,3,533,5,United Kingdom,35
2171,15376.0,2011-10-30 15:04:00,29,241.17000000000004,3,4,2,342,3,United Kingdom,35
2172,15379.0,2011-06-23 13:13:00,66,1161.9799999999996,2,5,5,255,2,United Kingdom,35
2173,15380.0,2011-12-01 12:13:00,9,468.6,5,1,5,515,5,United Kingdom,35
2174,15382.0,2011-11-25 10:58:00,85,1617.5100000000002,4,5,4,454,4,United Kingdom,35
2175,15384.0,2011-06-23 10:57:00,15,200.07999999999998,2,4,2,242,2,United Kingdom,35
2176,15385.0,2011-10-30 15:11:00,6,93.78,3,2,2,322,3,United Kingdom,35
2177,15386.0,2011-06-06 13:47:00,10,133.92000000000002,1,4,3,143,1,United Kingdom,35
2178,15388.0,2011-03-14 13:53:00,5,70.41999999999999,1,3,2,132,1,Canada,5
2179,15389.0,2011-06-20 16:18:00,1,500.0,2,1,5,215,2,United Kingdom,35
2180,15392.0,2011-12-05 11:01:00,24,420.27,5,2,4,524,5,United Kingdom,35
2181,15393.0,2011-03-03 16:58:00,1,25.200000000000003,1,1,3,113,1,United Kingdom,35
2182,15394.0,2011-11-30 11:49:00,23,565.5200000000001,5,2,5,525,5,United Kingdom,35
2183,15395.0,2011-01-18 12:40:00,2,28.35,1,1,3,113,1,United Kingdom,35
2184,15396.0,2011-08-19 10:56:00,4,149.9,2,2,4,224,2,United Kingdom,35
2185,15398.0,2011-11-23 16:47:00,26,500.93,4,3,4,434,4,United Kingdom,35
2186,15399.0,2011-12-08 13:04:00,13,207.57,5,2,2,522,5,United Kingdom,35
2187,15400.0,2011-08-18 09:48:00,4,252.89999999999998,2,2,5,225,2,United Kingdom,35
2188,15402.0,2011-07-14 12:17:00,11,206.14999999999998,2,3,4,234,2,United Kingdom,35
2189,15405.0,2011-06-03 14:44:00,3,128.66000000000003,1,2,5,125,1,United Kingdom,35
2190,15406.0,2011-11-08 13:22:00,15,92.80000000000001,4,2,1,421,4,United Kingdom,35
2191,15407.0,2011-11-06 11:55:00,47,210.67999999999998,3,5,1,351,3,United Kingdom,35
2192,15408.0,2011-03-20 15:02:00,14,118.58000000000003,1,5,2,152,1,United Kingdom,35
2193,15410.0,2011-09-16 14:47:00,44,1196.2099999999998,2,5,5,255,2,United Kingdom,35
2194,15411.0,2011-11-13 15:19:00,33,435.2299999999999,4,4,2,442,4,United Kingdom,35
2195,15412.0,2011-06-21 15:24:00,3,117.1,2,1,4,214,2,United Kingdom,35
2196,15414.0,2011-11-30 09:50:00,12,207.74,5,1,4,514,5,United Kingdom,35
2197,15415.0,2011-01-30 14:13:00,17,214.18,1,5,3,153,1,United Kingdom,35
2198,15416.0,2011-10-06 09:38:00,55,1180.02,3,5,4,354,3,United Kingdom,35
2199,15417.0,2011-09-15 15:26:00,11,203.1,2,3,4,234,2,United Kingdom,35
2200,15419.0,2011-11-15 09:23:00,2,30.9,4,1,2,412,4,United Kingdom,35
2201,15421.0,2011-10-12 09:20:00,17,302.1400000000001,3,3,4,334,3,United Kingdom,35
2202,15422.0,2011-01-20 16:17:00,1,15.0,1,1,2,112,1,United Kingdom,35
2203,15424.0,2011-03-30 13:02:00,4,139.2,1,3,5,135,1,United Kingdom,35
2204,15426.0,2011-11-20 15:36:00,86,467.7700000000001,4,5,1,451,4,United Kingdom,35
2205,15427.0,2011-11-06 14:29:00,103,453.9099999999999,3,5,2,352,3,United Kingdom,35
2206,15428.0,2011-11-24 16:54:00,1,17.700000000000003,4,1,1,411,4,United Kingdom,35
2207,15429.0,2011-11-13 12:28:00,32,128.71,4,4,1,441,4,United Kingdom,35
2208,15432.0,2011-11-16 16:30:00,1,30.599999999999998,4,1,2,412,4,United Kingdom,35
2209,15433.0,2011-09-21 16:24:00,21,197.43999999999994,2,4,2,242,2,United Kingdom,35
2210,15434.0,2011-12-01 13:33:00,20,392.5,5,2,4,524,5,United Kingdom,35
2211,15435.0,2011-11-17 16:39:00,11,57.55,4,2,1,421,4,United Kingdom,35
2212,15436.0,2011-11-27 16:05:00,101,365.48,5,5,1,551,5,United Kingdom,35
2213,15437.0,2011-03-22 13:11:00,18,108.07000000000002,1,5,2,152,1,United Kingdom,35
2214,15438.0,2011-07-31 14:19:00,5,18.08,2,2,1,221,2,United Kingdom,35
2215,15440.0,2011-10-16 12:16:00,24,124.41000000000001,3,4,1,341,3,United Kingdom,35
2216,15442.0,2011-04-05 12:24:00,1,297.0,1,1,5,115,1,United Kingdom,35
2217,15443.0,2011-12-08 10:40:00,112,1005.87,5,5,2,552,5,United Kingdom,35
2218,15444.0,2011-11-30 17:37:00,77,475.17999999999984,5,4,2,542,5,United Kingdom,35
2219,15445.0,2011-03-20 15:06:00,2,38.1,1,1,3,113,1,United Kingdom,35
2220,15447.0,2011-01-13 11:26:00,1,13.52,1,1,2,112,1,United Kingdom,35
2221,15448.0,2011-01-31 10:42:00,6,100.99999999999999,1,3,4,134,1,United Kingdom,35
2222,15449.0,2011-11-13 15:02:00,17,292.48,4,3,3,433,4,United Kingdom,35
2223,15450.0,2011-11-09 17:11:00,8,97.47999999999999,4,2,1,421,4,United Kingdom,35
2224,15452.0,2011-11-10 12:13:00,16,159.93,4,2,2,422,4,United Kingdom,35
2225,15453.0,2011-12-08 10:59:00,88,465.58999999999986,5,5,1,551,5,United Kingdom,35
